combined_name,group_id,artifact_id,latest_release,release_count,releases_with_cves,total_releases_cve_count,low_severity_count,moderate_severity_count,high_severity_count,critical_severity_count,unknown_severity_count
org.odata4j:odata4j-parent,org.odata4j,odata4j-parent,0.7.0,2,2,4,0,0,0,4,0
org.neo4j.procedure:apoc,org.neo4j.procedure,apoc,4.4.0.30,134,117,426,0,222,114,90,0
org.ninjaframework:ninja-core,org.ninjaframework,ninja-core,7.0.0,104,1,1,0,1,0,0,0
org.mongodb:mongo-java-driver,org.mongodb,mongo-java-driver,3.12.14,146,11,11,0,11,0,0,0
org.mongodb:mongodb-driver-legacy,org.mongodb,mongodb-driver-legacy,4.11.3,97,20,20,0,20,0,0,0
org.odata4j:odata4j-core,org.odata4j,odata4j-core,0.7.0,2,2,4,0,0,0,4,0
org.neo4j.procedure:apoc-core,org.neo4j.procedure,apoc-core,5.23.0,32,7,7,0,7,0,0,0
org.openrefine:extensions,org.openrefine,extensions,3.8.2,15,15,15,0,0,15,0,0
org.opencrx:opencrx-core-models,org.opencrx,opencrx-core-models,5.3.0,11,8,71,0,71,0,0,0
org.opendaylight.integration:distribution-karaf,org.opendaylight.integration,distribution-karaf,0.6.4-Carbon,26,26,26,0,0,26,0,0
org.opencastproject:opencast-kernel,org.opencastproject,opencast-kernel,15.9,105,26,60,0,12,42,6,0
org.opensaml:xmltooling,org.opensaml,xmltooling,1.4.4,7,7,7,0,0,7,0,0
org.opencastproject:opencast-oaipmh-api,org.opencastproject,opencast-oaipmh-api,15.9,104,6,6,0,0,6,0,0
org.openapitools:openapi-generator-project,org.openapitools,openapi-generator-project,7.8.0,66,53,53,0,0,0,53,0
org.opennms:opennms,org.opennms,opennms,31.0.3,1,1,2,0,2,0,0,0
org.openidentityplatform.openam:openam-oauth2,org.openidentityplatform.openam,openam-oauth2,15.0.4,23,22,22,0,0,22,0,0
org.onosproject:onos-archetypes,org.onosproject,onos-archetypes,2.5.9,172,141,282,0,282,0,0,0
org.opensaml:opensaml,org.opensaml,opensaml,2.6.4,12,12,34,0,34,0,0,0
org.opencastproject:opencast-common-jpa-impl,org.opencastproject,opencast-common-jpa-impl,15.9,105,6,6,6,0,0,0,0
org.opencastproject:base,org.opencastproject,base,15.9,103,6,6,0,6,0,0,0
org.open-metadata:openmetadata-service,org.open-metadata,openmetadata-service,1.5.0,62,36,102,0,0,66,36,0
org.opencrx:opencrx-gradle,org.opencrx,opencrx-gradle,5.3.0,19,15,15,0,15,0,0,0
org.openidentityplatform.openam:openam-federation-library,org.openidentityplatform.openam,openam-federation-library,15.0.4,23,12,12,0,0,0,12,0
org.openrefine:main,org.openrefine,main,3.8.2,15,15,28,0,13,15,0,0
org.opendaylight.aaa:aaa-artifacts,org.opendaylight.aaa,aaa-artifacts,0.20.0,125,122,122,0,122,0,0,0
org.openjfx:javafx-media,org.openjfx,javafx-media,23-ea+27,175,150,150,150,0,0,0,0
org.openrefine:openrefine,org.openrefine,openrefine,3.8.2,15,15,60,0,15,45,0,0
org.openapitools:openapi-generator-online,org.openapitools,openapi-generator-online,7.8.0,66,63,101,0,0,63,38,0
org.openrefine.dependencies:butterfly,org.openrefine.dependencies,butterfly,1.2.5,11,11,22,0,11,0,11,0
org.openidentityplatform.openam:openam-core,org.openidentityplatform.openam,openam-core,15.0.4,23,8,8,0,8,0,0,0
org.opencrx:opencrx-client,org.opencrx,opencrx-client,5.3.0,19,18,50,0,32,0,18,0
org.opencastproject:opencast-ingest-service-impl,org.opencastproject,opencast-ingest-service-impl,15.9,105,52,90,0,52,0,38,0
org.openapitools:openapi-generator-maven-plugin,org.openapitools,openapi-generator-maven-plugin,7.8.0,66,38,38,0,38,0,0,0
org.openapitools:openapi-generator,org.openapitools,openapi-generator,7.8.0,66,38,58,0,38,20,0,0
org.opendaylight.controller:releasepom,org.opendaylight.controller,releasepom,0.8.3,40,40,80,0,40,40,0,0
org.openrefine:database,org.openrefine,database,3.8.2,15,15,45,0,0,35,10,0
org.opencms:opencms-core,org.opencms,opencms-core,17.0,31,30,148,0,148,0,0,0
org.opennms:opennms-web-api,org.opennms,opennms-web-api,33.0.7,21,1,1,0,1,0,0,0
org.opencrx:opencrx-core-config,org.opencrx,opencrx-core-config,5.3.0,8,4,4,0,4,0,0,0
org.opendaylight.mdsal:mdsal-artifacts,org.opendaylight.mdsal,mdsal-artifacts,13.0.5,177,171,171,0,171,0,0,0
org.opencastproject:opencast-common,org.opencastproject,opencast-common,15.9,105,61,163,0,61,67,35,0
org.opencrx:opencrx-core,org.opencrx,opencrx-core,5.3.0,19,16,31,0,31,0,0,0
org.owasp.antisamy:antisamy,org.owasp.antisamy,antisamy,1.7.6,34,32,151,0,151,0,0,0
org.pf4j:pf4j,org.pf4j,pf4j,3.12.0,23,19,57,0,0,57,0,0
org.picketlink:picketlink-common,org.picketlink,picketlink-common,2.5.5.SP12,84,74,74,0,0,74,0,0
org.pac4j:pac4j-core,org.pac4j,pac4j-core,6.0.6,127,59,59,0,0,0,59,0
org.opensearch.plugin:opensearch-security,org.opensearch.plugin,opensearch-security,2.16.0.0,19,12,44,0,31,13,0,0
org.postgresql:postgresql,org.postgresql,postgresql,42.7.4,193,179,972,101,251,441,179,0
org.opensearch.plugin:opensearch-reports-scheduler,org.opensearch.plugin,opensearch-reports-scheduler,2.16.0.0,19,16,16,0,16,0,0,0
org.picketlink:picketlink-tomcat-common,org.picketlink,picketlink-tomcat-common,2.5.5.SP12-redhat-00009-jbossorg-1,90,89,89,0,89,0,0,0
org.owasp:csrfguard,org.owasp,csrfguard,4.4.0,13,2,2,0,0,2,0,0
org.owasp:dependency-check-maven,org.owasp,dependency-check-maven,10.0.3,149,57,63,6,6,51,0,0
org.primefaces:primefaces,org.primefaces,primefaces,14.0.4,40,9,13,0,9,0,4,0
org.owasp.esapi:esapi,org.owasp.esapi,esapi,2.5.4.0,24,22,65,5,22,38,0,0
org.ovirt.engine.sdk:ovirt-engine-sdk-java,org.ovirt.engine.sdk,ovirt-engine-sdk-java,3.6.10.0,40,40,40,0,40,0,0,0
org.owasp:dependency-check-cli,org.owasp,dependency-check-cli,10.0.3,70,6,12,6,6,0,0,0
org.opensearch:opensearch,org.opensearch,opensearch,2.16.0,48,36,36,0,36,0,0,0
org.postgresql:pgjdbc-aggregate,org.postgresql,pgjdbc-aggregate,42.2.12,25,17,17,0,17,0,0,0
org.powernukkit:powernukkit,org.powernukkit,powernukkit,1.6.0.1-PN,22,19,19,0,0,0,19,0
org.owasp:dependency-check-ant,org.owasp,dependency-check-ant,10.0.3,135,6,12,6,6,0,0,0
org.pac4j:pac4j-oidc,org.pac4j,pac4j-oidc,6.0.6,121,78,78,0,0,78,0,0
org.opensearch.plugin:opensearch-observability,org.opensearch.plugin,opensearch-observability,2.16.0.0,19,16,16,0,16,0,0,0
org.ops4j.pax.logging:pax-logging-log4j2,org.ops4j.pax.logging,pax-logging-log4j2,1.12.10,84,43,43,0,0,0,43,0
org.pac4j:pac4j-saml,org.pac4j,pac4j-saml,6.0.6,125,51,51,0,51,0,0,0
org.scala-sbt:io_2.12,org.scala-sbt,io_2.12,1.10.0,76,64,64,64,0,0,0,0
org.richfaces:richfaces-core,org.richfaces,richfaces-core,4.5.17.Final,23,15,15,0,0,0,15,0
org.sakaiproject.kernel:sakai-kernel-impl,org.sakaiproject.kernel,sakai-kernel-impl,22.5,57,3,3,0,0,3,0,0
org.richfaces:richfaces,org.richfaces,richfaces,4.5.17.Final,28,2,2,0,2,0,0,0
org.scala-lang:scala-compiler,org.scala-lang,scala-compiler,2.13.15-M1,210,135,135,0,0,135,0,0
org.scala-sbt:io_3,org.scala-sbt,io_3,1.10.0,13,9,9,9,0,0,0,0
org.rundeck:rundeck,org.rundeck,rundeck,5.5.1-rc1-20240823,207,56,68,0,49,19,0,0
org.scala-sbt:sbt,org.scala-sbt,sbt,1.10.1,138,125,125,125,0,0,0,0
org.python:jython-standalone,org.python,jython-standalone,2.7.4,30,20,38,0,20,0,18,0
org.rundeck:rundeck-core,org.rundeck,rundeck-core,5.5.1-rc1-20240823,338,192,384,0,192,192,0,0
org.scala-sbt:io_2.13,org.scala-sbt,io_2.13,1.10.0,39,35,35,35,0,0,0,0
org.python:jython,org.python,jython,2.7.4,32,21,21,0,0,0,21,0
org.sakaiproject:chat-base,org.sakaiproject,chat-base,22.5,48,18,18,0,18,0,0,0
org.scala-lang:scala-library,org.scala-lang,scala-library,2.13.15-M1,210,9,9,0,0,0,9,0
org.quartz-scheduler:quartz,org.quartz-scheduler,quartz,2.5.0-rc1,30,26,26,0,0,0,26,0
org.redisson:redisson,org.redisson,redisson,3.35.0,234,206,206,0,0,0,206,0
org.skyscreamer:nevado-jms,org.skyscreamer,nevado-jms,1.3.2,15,15,15,0,0,15,0,0
org.sonatype.nexus.ci:nexus-jenkins-plugin,org.sonatype.nexus.ci,nexus-jenkins-plugin,3.17.518.v9cb_3ff833922,80,80,320,0,160,160,0,0
org.sonatype.nexus:nexus-core,org.sonatype.nexus,nexus-core,3.71.0-06,231,138,276,0,138,138,0,0
org.simpleframework:simple-xml,org.simpleframework,simple-xml,2.7.1,48,47,47,0,0,0,47,0
org.springframework.boot:spring-boot-loader,org.springframework.boot,spring-boot-loader,3.3.3,227,58,58,0,58,0,0,0
org.sonarsource.sonarqube:sonar-web,org.sonarsource.sonarqube,sonar-web,6.7.7,52,52,52,0,52,0,0,0
org.springframework.boot:spring-boot-actuator,org.springframework.boot,spring-boot-actuator,3.3.3,227,204,204,0,204,0,0,0
org.sonatype.nexus.plugins:nexus-yum-repository-plugin,org.sonatype.nexus.plugins,nexus-yum-repository-plugin,2.16.0-01,64,50,50,0,0,50,0,0
org.springframework.boot:spring-boot-starter-webflux,org.springframework.boot,spring-boot-starter-webflux,3.3.3,162,88,88,0,0,0,88,0
org.sonarsource.sonarqube:sonar-plugin-api,org.sonarsource.sonarqube,sonar-plugin-api,8.9.10.61524,115,64,64,0,64,0,0,0
org.springframework.amqp:spring-amqp,org.springframework.amqp,spring-amqp,3.1.7,177,93,202,0,123,0,79,0
org.springframework.batch:spring-batch-core,org.springframework.batch,spring-batch-core,5.1.2,84,56,59,46,0,13,0,0
org.springframework.boot:spring-boot,org.springframework.boot,spring-boot,3.3.3,227,105,115,0,10,105,0,0
org.sonatype.nexus:nexus-repository,org.sonatype.nexus,nexus-repository,3.70.1-02,145,84,122,0,0,122,0,0
org.springblade:blade-core-tool,org.springblade,blade-core-tool,4.2.0,60,1,1,0,0,1,0,0
org.springframework.boot:spring-boot-loader-classic,org.springframework.boot,spring-boot-loader-classic,3.3.3,14,12,12,0,12,0,0,0
org.springframework.boot:spring-boot-autoconfigure,org.springframework.boot,spring-boot-autoconfigure,3.3.3,227,184,184,0,0,184,0,0
org.smartboot.servlet:servlet-core,org.smartboot.servlet,servlet-core,1.5,24,8,8,0,8,0,0,0
org.slf4j:slf4j-ext,org.slf4j,slf4j-ext,2.0.16,91,50,50,0,0,0,50,0
org.soot-oss:soot,org.soot-oss,soot,4.5.0,7,5,5,0,0,5,0,0
org.sonatype.sisu:sisu-guava,org.sonatype.sisu,sisu-guava,0.11.1,2,1,1,0,1,0,0,0
org.springframework.boot:spring-boot-actuator-autoconfigure,org.springframework.boot,spring-boot-actuator-autoconfigure,3.3.3,162,117,117,0,0,0,117,0
org.sonatype.nexus:nexus-extdirect,org.sonatype.nexus,nexus-extdirect,3.71.0-06,141,49,49,0,0,49,0,0
org.springframework.batch:spring-batch-admin-manager,org.springframework.batch,spring-batch-admin-manager,1.3.1.RELEASE,6,6,6,0,6,0,0,0
org.springframework.boot:spring-boot-starter-web,org.springframework.boot,spring-boot-starter-web,3.3.3,227,153,153,0,0,0,153,0
org.typelevel:grackle-core_native0.4_3,org.typelevel,grackle-core_native0.4_3,0.20.0,11,6,6,0,0,6,0,0
org.springframework.ws:spring-xml,org.springframework.ws,spring-xml,4.0.11,81,49,49,0,0,0,49,0
org.springframework.vault:spring-vault-core,org.springframework.vault,spring-vault-core,3.1.2,34,26,26,0,26,0,0,0
org.springframework.cloud:spring-cloud-netflix,org.springframework.cloud,spring-cloud-netflix,4.1.3,86,10,10,0,10,0,0,0
org.springframework:spring-core,org.springframework,spring-core,6.1.12,284,177,1153,0,451,438,264,0
org.springframework.kafka:spring-kafka,org.springframework.kafka,spring-kafka,3.2.3,205,33,33,0,0,33,0,0
org.springframework.integration:spring-integration-zip,org.springframework.integration,spring-integration-zip,6.3.3,29,4,7,0,7,0,0,0
org.springframework.integration:spring-integration-ws,org.springframework.integration,spring-integration-ws,6.3.3,212,99,99,99,0,0,0,0
org.springframework.cloud:spring-cloud-openfeign-core,org.springframework.cloud,spring-cloud-openfeign-core,4.1.3,51,15,15,0,0,15,0,0
org.testifyproject.external:external-snakeyaml,org.testifyproject.external,external-snakeyaml,1.0.6,11,11,11,0,11,0,0,0
org.springframework.data:spring-data-jpa,org.springframework.data,spring-data-jpa,3.3.3,240,102,248,0,248,0,0,0
org.springframework.cloud:spring-cloud-netflix-hystrix-dashboard,org.springframework.cloud,spring-cloud-netflix-hystrix-dashboard,2.2.10.RELEASE,61,60,60,0,0,60,0,0
org.springframework:spring-oxm,org.springframework,spring-oxm,6.1.12,235,17,34,0,34,0,0,0
org.testng:testng,org.testng,testng,7.10.2,88,16,16,0,0,16,0,0
org.springframework.cloud:spring-cloud-netflix-zuul,org.springframework.cloud,spring-cloud-netflix-zuul,2.2.10.RELEASE,23,19,19,0,19,0,0,0
org.springframework.cloud:spring-cloud-function-context,org.springframework.cloud,spring-cloud-function-context,4.1.3,54,41,41,0,0,8,33,0
org.springframework:spring-expression,org.springframework,spring-expression,6.1.12,235,207,756,0,562,194,0,0
org.springframework.security:spring-security-oauth2-jose,org.springframework.security,spring-security-oauth2-jose,6.3.3,156,2,2,0,0,2,0,0
org.springframework.hateoas:spring-hateoas,org.springframework.hateoas,spring-hateoas,2.3.2,96,79,79,0,79,0,0,0
org.springframework.data:spring-data-commons,org.springframework.data,spring-data-commons,3.3.3,228,65,99,0,0,82,17,0
org.typelevel:grackle-core_sjs1_3,org.typelevel,grackle-core_sjs1_3,0.20.0,11,6,6,0,0,6,0,0
org.springframework.session:spring-session-core,org.springframework.session,spring-session-core,3.3.2,81,1,1,0,1,0,0,0
org.springframework.cloud:spring-cloud-function-parent,org.springframework.cloud,spring-cloud-function-parent,4.1.3,54,37,37,0,0,37,0,0
org.springframework.ws:spring-ws,org.springframework.ws,spring-ws,4.0.11,73,41,41,0,0,0,41,0
org.springframework.security:spring-security-core,org.springframework.security,spring-security-core,6.3.3,225,212,887,0,272,416,199,0
org.springframework:spring-messaging,org.springframework,spring-messaging,6.1.12,203,145,145,0,145,0,0,0
org.springframework.security:spring-security-oauth2-client,org.springframework.security,spring-security-oauth2-client,6.3.3,156,99,128,0,0,128,0,0
org.springframework.security:spring-security-cas,org.springframework.security,spring-security-cas,6.3.3,198,43,43,0,0,43,0,0
org.springframework.cloud:spring-cloud-task-dependencies,org.springframework.cloud,spring-cloud-task-dependencies,3.1.2,48,27,27,0,27,0,0,0
org.springframework.security.oauth:spring-security-oauth,org.springframework.security.oauth,spring-security-oauth,2.5.2.RELEASE,55,40,70,0,70,0,0,0
org.springframework.cloud:spring-cloud-gateway,org.springframework.cloud,spring-cloud-gateway,4.1.5,61,34,50,0,16,0,34,0
org.typelevel:grackle-core_2.13,org.typelevel,grackle-core_2.13,0.20.0,11,6,6,0,0,6,0,0
org.springframework:spring-framework-bom,org.springframework,spring-framework-bom,6.1.12,216,118,118,0,118,0,0,0
org.springframework.integration:spring-integration-xml,org.springframework.integration,spring-integration-xml,6.3.3,212,99,99,99,0,0,0,0
org.springframework.credhub:spring-credhub-core,org.springframework.credhub,spring-credhub-core,3.3.0,16,2,2,0,0,2,0,0
org.springframework.data:spring-data-mongodb,org.springframework.data,spring-data-mongodb,4.3.3,237,174,174,0,0,0,174,0
org.togglz:togglz-console,org.togglz,togglz-console,4.4.0,54,28,28,0,0,28,0,0
org.springframework:spring-web,org.springframework,spring-web,6.1.12,284,280,1543,0,480,820,243,0
org.thymeleaf:thymeleaf-spring5,org.thymeleaf,thymeleaf-spring5,3.1.2.RELEASE,21,10,10,0,0,0,10,0
org.springframework:spring,org.springframework,spring,5.3.39,115,53,64,0,38,0,26,0
org.typelevel:grackle-core_sjs1_2.13,org.typelevel,grackle-core_sjs1_2.13,0.20.0,11,6,6,0,0,6,0,0
org.springframework:spring-webflux,org.springframework,spring-webflux,6.1.12,142,80,115,0,3,32,80,0
org.springframework.graphql:spring-graphql,org.springframework.graphql,spring-graphql,1.3.2,27,9,9,9,0,0,0,0
org.springframework.cloud:spring-cloud-contract-shade,org.springframework.cloud,spring-cloud-contract-shade,4.1.4,59,16,16,16,0,0,0,0
org.springframework.data:spring-data-rest-core,org.springframework.data,spring-data-rest-core,4.3.3,219,77,77,10,20,0,47,0
org.springframework.security:spring-security-config,org.springframework.security,spring-security-config,6.3.3,216,41,57,0,11,12,34,0
org.typelevel:grackle-core_native0.4_2.13,org.typelevel,grackle-core_native0.4_2.13,0.20.0,11,6,6,0,0,6,0,0
org.springframework.integration:spring-integration-core,org.springframework.integration,spring-integration-core,6.3.3,212,44,44,0,0,0,44,0
org.springframework:spring-webmvc,org.springframework,spring-webmvc,6.1.12,284,284,801,0,129,450,222,0
org.typelevel:grackle-core_3,org.typelevel,grackle-core_3,0.20.0,11,6,6,0,0,6,0,0
org.springframework.cloud:spring-cloud-skipper,org.springframework.cloud,spring-cloud-skipper,2.11.4,63,62,62,0,0,0,62,0
org.springframework.security:spring-security-bom,org.springframework.security,spring-security-bom,6.3.3,199,98,98,0,0,98,0,0
org.torpedoquery:org.torpedoquery,org.torpedoquery,org.torpedoquery,2.6.0,23,20,20,0,0,0,20,0
org.springframework.security:spring-security-oauth2-authorization-server,org.springframework.security,spring-security-oauth2-authorization-server,1.2.6,35,26,26,0,26,0,0,0
org.springframework.webflow:spring-webflow,org.springframework.webflow,spring-webflow,3.0.0,24,18,22,0,22,0,0,0
org.springframework.security.oauth:spring-security-oauth2,org.springframework.security.oauth,spring-security-oauth2,2.5.2.RELEASE,55,40,109,0,40,41,28,0
org.springframework:spring-beans,org.springframework,spring-beans,6.1.12,277,219,434,0,0,219,215,0
org.springframework.flex:spring-flex,org.springframework.flex,spring-flex,1.5.2.RELEASE,7,7,7,0,0,7,0,0
org.springframework.social:spring-social-core,org.springframework.social,spring-social-core,1.1.6.RELEASE,11,7,7,0,0,7,0,0
org.springframework.cloud:spring-cloud-config-server,org.springframework.cloud,spring-cloud-config-server,4.1.3,79,41,52,0,40,12,0,0
org.springframework.ldap:spring-ldap-core,org.springframework.ldap,spring-ldap-core,3.2.6,41,13,13,0,0,13,0,0
org.springframework:spring-context,org.springframework,spring-context,6.1.12,285,285,510,0,285,225,0,0
org.springframework.security:spring-security-web,org.springframework.security,spring-security-web,6.3.3,216,216,477,0,0,115,362,0
org.webjars.bower:angular,org.webjars.bower,angular,1.8.3,91,75,75,0,0,75,0,0
org.verapdf:core-jakarta,org.verapdf,core-jakarta,1.26.1,3,1,1,0,0,1,0,0
org.vivoweb:vitro-project,org.vivoweb,vitro-project,1.15.0,22,12,12,0,0,12,0,0
org.verapdf:core,org.verapdf,core,1.26.1,28,26,26,0,0,26,0,0
org.webjars.npm:bootstrap,org.webjars.npm,bootstrap,5.3.3,61,34,34,0,34,0,0,0
org.webjars.npm:dicer,org.webjars.npm,dicer,0.3.0,2,2,2,0,0,2,0,0
org.webjars.npm:jquery,org.webjars.npm,jquery,4.0.0-beta.2,46,35,204,0,204,0,0,0
org.webjars.npm:json,org.webjars.npm,json,9.0.6,1,1,1,0,0,1,0,0
org.webjars.bowergithub.vaadin:vaadin-menu-bar,org.webjars.bowergithub.vaadin,vaadin-menu-bar,1.3.2,24,12,12,0,12,0,0,0
org.webjars.npm:dset,org.webjars.npm,dset,3.1.1,3,3,3,0,3,0,0,0
org.webjars.npm:angular,org.webjars.npm,angular,1.8.3,67,58,58,0,0,58,0,0
org.webjars.npm:lite-server,org.webjars.npm,lite-server,2.1.0,5,5,5,0,0,5,0,0
org.webjars.npm:http-cache-semantics,org.webjars.npm,http-cache-semantics,4.1.1,4,3,3,0,0,3,0,0
org.webjars.bowergithub.wycats:handlebars.js,org.webjars.bowergithub.wycats,handlebars.js,4.7.2,5,5,5,0,0,0,5,0
org.webjars.npm:jquery-ui,org.webjars.npm,jquery-ui,1.14.0,12,9,36,0,33,3,0,0
org.webjars.npm:handlebars,org.webjars.npm,handlebars,4.7.8,23,21,21,0,0,0,21,0
org.webjars.npm:cookiejar,org.webjars.npm,cookiejar,2.1.4,6,5,5,0,5,0,0,0
org.wildfly.core:wildfly-controller,org.wildfly.core,wildfly-controller,26.0.0.Beta2,378,352,352,0,352,0,0,0
org.webjars.npm:xlsx,org.webjars.npm,xlsx,0.12.5,27,19,57,0,57,0,0,0
org.webjars.npm:vuetify,org.webjars.npm,vuetify,3.6.15,191,121,121,0,121,0,0,0
org.wildfly.core:wildfly-server,org.wildfly.core,wildfly-server,26.0.0.Beta2,378,287,478,287,191,0,0,0
org.wildfly.security:wildfly-elytron-realm-token,org.wildfly.security,wildfly-elytron-realm-token,2.5.1.Final,128,123,123,0,0,123,0,0
org.webjars:swagger-ui,org.webjars,swagger-ui,5.17.6,197,91,91,0,0,0,91,0
org.webjars:handlebars,org.webjars,handlebars,4.7.7,22,21,21,0,0,0,21,0
org.wildfly.security:wildfly-elytron-http-oidc,org.wildfly.security,wildfly-elytron-http-oidc,2.5.1.Final,53,43,43,0,0,43,0,0
org.wildfly.core:wildfly-host-controller,org.wildfly.core,wildfly-host-controller,26.0.0.Beta2,378,210,210,0,210,0,0,0
org.wildfly.bom:wildfly,org.wildfly.bom,wildfly,33.0.1.Final,86,66,102,0,36,66,0,0
org.webjars:bootstrap,org.webjars,bootstrap,5.3.3,83,60,256,0,256,0,0,0
org.webjars.npm:thenify,org.webjars.npm,thenify,3.3.1,3,2,2,0,0,0,2,0
org.webjars.npm:swagger-ui,org.webjars.npm,swagger-ui,5.17.14,81,40,40,0,0,0,40,0
org.wildfly.security:wildfly-elytron,org.wildfly.security,wildfly-elytron,2.5.1.Final,258,215,686,0,183,503,0,0
org.wildfly.core:wildfly-core-parent,org.wildfly.core,wildfly-core-parent,26.0.0.Beta2,377,292,292,0,0,292,0,0
org.wiremock:wiremock,org.wiremock,wiremock,3.9.1,27,8,8,8,0,0,0,0
org.xwiki.commons:xwiki-commons-core,org.xwiki.commons,xwiki-commons-core,16.7.0,478,315,356,0,0,356,0,0
org.wso2.carbon.analytics-common:org.wso2.carbon.event.input.adapter.core,org.wso2.carbon.analytics-common,org.wso2.carbon.event.input.adapter.core,5.3.13,120,86,86,0,86,0,0,0
org.wso2.carbon.registry:carbon-registry,org.wso2.carbon.registry,carbon-registry,4.8.35,79,69,180,0,180,0,0,0
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,org.wso2.carbon.identity.framework,org.wso2.carbon.identity.application.authentication.framework,7.3.35,2380,1890,1890,0,0,1890,0,0
org.xerial:sqlite-jdbc,org.xerial,sqlite-jdbc,3.46.1.0,90,59,59,0,0,59,0,0
org.wildfly:wildfly-metrics,org.wildfly,wildfly-metrics,33.0.1.Final,47,5,5,0,5,0,0,0
org.xerial.snappy:snappy-java,org.xerial.snappy,snappy-java,1.1.10.6,81,78,303,0,150,153,0,0
org.wildfly:wildfly-parent,org.wildfly,wildfly-parent,33.0.1.Final,121,80,233,80,79,74,0,0
org.wso2.transport.http:org.wso2.transport.http.netty,org.wso2.transport.http,org.wso2.transport.http.netty,6.3.47,273,230,230,0,230,0,0,0
org.wso2.carbon.event-processing:org.wso2.carbon.event.processor.core,org.wso2.carbon.event-processing,org.wso2.carbon.event.processor.core,2.3.12,64,50,50,0,50,0,0,0
org.wso2.carbon.apimgt:forum,org.wso2.carbon.apimgt,forum,8.2.10,1817,1817,1817,0,1817,0,0,0
org.wildfly:wildfly-domain-http,org.wildfly,wildfly-domain-http,8.2.1.Final,12,12,12,0,12,0,0,0
org.xbib.elasticsearch:log4j,org.xbib.elasticsearch,log4j,6.3.2.1,1,1,1,0,0,0,1,0
org.xmlunit:xmlunit-core,org.xmlunit,xmlunit-core,2.10.0,26,25,25,25,0,0,0,0
org.wso2.am:am-parent,org.wso2.am,am-parent,4.2.0,81,66,66,0,0,0,66,0
org.wso2.carbon.commons:org.wso2.carbon.ntask.core,org.wso2.carbon.commons,org.wso2.carbon.ntask.core,4.9.10,139,102,102,0,102,0,0,0
org.wiremock:wiremock-webhooks-extension,org.wiremock,wiremock-webhooks-extension,2.35.2,33,12,12,0,12,0,0,0
org.wildfly:wildfly-undertow,org.wildfly,wildfly-undertow,33.0.1.Final,121,42,85,0,48,37,0,0
org.xwiki.commons:xwiki-commons,org.xwiki.commons,xwiki-commons,16.7.0,477,323,323,0,323,0,0,0
org.wso2.carbon.governance:org.wso2.carbon.governance.common,org.wso2.carbon.governance,org.wso2.carbon.governance.common,4.8.33,69,51,51,0,51,0,0,0
org.wiremock:wiremock-standalone,org.wiremock,wiremock-standalone,3.9.1,27,8,8,8,0,0,0,0
org.wso2.carbon.registry:org.wso2.carbon.registry.extensions,org.wso2.carbon.registry,org.wso2.carbon.registry.extensions,4.8.35,79,41,41,0,41,0,0,0
org.wildfly:wildfly-dist,org.wildfly,wildfly-dist,33.0.1.Final,121,71,71,0,71,0,0,0
org.wso2.identity.apps:authentication-portal,org.wso2.identity.apps,authentication-portal,2.3.7,2191,2026,2026,0,0,2026,0,0
org.yamcs:yamcs,org.yamcs,yamcs,5.10.0,126,115,460,0,230,115,115,0
org.xwiki.rendering:xwiki-rendering-syntax-annotatedxhtml,org.xwiki.rendering,xwiki-rendering-syntax-annotatedxhtml,16.7.0,434,349,349,0,0,0,349,0
ro.pippo:pippo-fastjson,ro.pippo,pippo-fastjson,1.14.0,27,23,23,0,0,0,23,0
ru.yandex.clickhouse:clickhouse-jdbc-bridge,ru.yandex.clickhouse,clickhouse-jdbc-bridge,2.0.7,9,8,8,0,0,8,0,0
org.xwiki.commons:xwiki-commons-velocity,org.xwiki.commons,xwiki-commons-velocity,16.7.0,478,441,762,0,0,321,441,0
postgresql:pljava-public,postgresql,pljava-public,1.0.0b4,1,1,1,0,1,0,0,0
pl.allegro.tech.hermes:hermes-management,pl.allegro.tech.hermes,hermes-management,2.6.21,230,184,184,0,0,0,184,0
org.zenframework.z8.dependencies.commons:log4j-1.2.17,org.zenframework.z8.dependencies.commons,log4j-1.2.17,2.0,1,1,5,0,0,2,3,0
ro.pippo:pippo-core,ro.pippo,pippo-core,1.14.0,27,23,69,0,0,0,69,0
pl.droidsonroids.yaml:snakeyaml,pl.droidsonroids.yaml,snakeyaml,1.18-android,3,3,3,0,3,0,0,0
ro.pippo:pippo-jaxb,ro.pippo,pippo-jaxb,1.14.0,23,20,20,0,0,20,0,0
org.xwiki.commons:xwiki-commons-xml,org.xwiki.commons,xwiki-commons-xml,16.7.0,478,411,1504,0,349,0,1155,0
org.xwiki.rendering:xwiki-rendering-syntax-xhtml,org.xwiki.rendering,xwiki-rendering-syntax-xhtml,16.7.0,475,390,390,0,0,0,390,0
org.xwiki.rendering:xwiki-rendering-xml,org.xwiki.rendering,xwiki-rendering-xml,16.7.0,428,12,12,0,0,0,12,0
org.zkoss.zk:zk,org.zkoss.zk,zk,10.0.0,76,70,70,0,0,70,0,0
org.xwiki.rendering:xwiki-rendering-syntax-html5,org.xwiki.rendering,xwiki-rendering-syntax-html5,16.7.0,370,285,285,0,0,0,285,0
org.zaproxy:zap,org.zaproxy,zap,2.15.0,12,8,8,0,8,0,0,0
