combined_name,group_id,artifact_id,latest_release,release_count,releases_with_cves,total_releases_cve_count,low_severity_count,moderate_severity_count,high_severity_count,critical_severity_count,unknown_severity_count
org.apache.calcite:calcite-druid,org.apache.calcite,calcite-druid,1.37.0,30,18,18,0,18,0,0,0
org.apache.camel:camel-http,org.apache.camel,camel-http,4.0.6,238,79,79,0,0,79,0,0
org.apache.accumulo:accumulo-shell,org.apache.accumulo,accumulo-shell,2.1.3,25,1,1,0,0,0,1,0
org.apache.accumulo:accumulo-master,org.apache.accumulo,accumulo-master,2.1.3,31,20,20,0,0,20,0,0
org.apache.camel:camel-http-common,org.apache.camel,camel-http-common,4.0.6,162,1,1,0,0,1,0,0
org.apache.bookkeeper:bookkeeper-common,org.apache.bookkeeper,bookkeeper-common,4.17.1,40,26,26,0,26,0,0,0
org.alluxio:alluxio-core-common,org.alluxio,alluxio-core-common,2.9.6,83,48,48,0,0,0,48,0
org.apache.camel:camel-netty,org.apache.camel,camel-netty,4.0.6,221,3,3,0,0,0,3,0
org.apache.activemq:artemis-core-client,org.apache.activemq,artemis-core-client,2.37.0,60,38,76,0,38,38,0,0
org.apache.axis2:axis2,org.apache.axis2,axis2,1.8.2,31,28,72,0,72,0,0,0
org.apache.activemq:activemq-openwire-legacy,org.apache.activemq,activemq-openwire-legacy,6.1.3,69,59,59,0,0,0,59,0
org.apache.atlas:apache-atlas,org.apache.atlas,apache-atlas,2.3.0,17,16,32,0,24,8,0,0
org.apache.activemq:artemis-pom,org.apache.activemq,artemis-pom,2.37.0,60,4,4,0,0,4,0,0
org.apache.camel:camel-jackson,org.apache.camel,camel-jackson,4.0.6,230,80,80,0,0,0,80,0
org.apache.brooklyn:brooklyn,org.apache.brooklyn,brooklyn,1.1.0,9,3,6,0,3,3,0,0
org.apache.activemq:activemq-parent,org.apache.activemq,activemq-parent,6.1.3,85,58,193,15,119,58,1,0
org.apache.activemq:artemis-openwire-protocol,org.apache.activemq,artemis-openwire-protocol,2.37.0,60,34,34,0,0,34,0,0
org.apache.activemq:activemq-client,org.apache.activemq,activemq-client,6.1.3,69,59,264,0,94,75,95,0
org.apache-extras.beanshell:bsh,org.apache-extras.beanshell,bsh,2.0b6,2,1,1,0,0,1,0,0
org.apache.activemq:activemq-web-console,org.apache.activemq,activemq-web-console,6.1.3,85,53,105,0,105,0,0,0
org.apache.camel:camel-castor,org.apache.camel,camel-castor,2.25.4,122,90,90,0,0,0,90,0
org.apache.activemq:activemq-jaas,org.apache.activemq,activemq-jaas,6.1.3,85,19,37,0,19,18,0,0
org.apache.calcite:calcite-core,org.apache.calcite,calcite-core,1.37.0,40,34,62,0,28,0,34,0
org.apache.helix:helix,org.apache.helix,helix,1.4.0,35,35,53,0,18,35,0,0
org.apache.james:james-project,org.apache.james,james-project,3.7.5,28,12,12,0,0,12,0,0
org.apache.camel:camel-xmljson,org.apache.camel,camel-xmljson,2.23.4,84,84,84,0,0,84,0,0
org.apache.kafka:kafka_2.12,org.apache.kafka,kafka_2.12,3.8.0,59,19,19,0,19,0,0,0
org.apache.cxf.fediz:fediz-spring3,org.apache.cxf.fediz,fediz-spring3,1.4.6,7,4,7,0,3,4,0,0
org.apache.hbase:hbase-thrift,org.apache.hbase,hbase-thrift,2.5.10-hadoop3,213,105,105,0,0,105,0,0
org.apache.geronimo.plugins:console,org.apache.geronimo.plugins,console,3.0.1,15,4,12,0,8,4,0,0
org.apache.dolphinscheduler:dolphinscheduler-alert-plugins,org.apache.dolphinscheduler,dolphinscheduler-alert-plugins,3.2.1,31,5,5,0,0,0,5,0
org.apache.cxf.fediz:fediz-spring2,org.apache.cxf.fediz,fediz-spring2,1.4.6,20,17,46,0,25,21,0,0
org.apache.cxf:cxf-rt-transports-http,org.apache.cxf,cxf-rt-transports-http,3.5.9,203,30,30,9,21,0,0,0
org.apache.karaf.config:org.apache.karaf.config.core,org.apache.karaf.config,org.apache.karaf.config.core,4.4.5,71,41,41,0,41,0,0,0
org.apache.dolphinscheduler:dolphinscheduler-service,org.apache.dolphinscheduler,dolphinscheduler-service,3.2.1,41,29,29,0,29,0,0,0
org.apache.cxf:cxf-core,org.apache.cxf,cxf-core,3.5.9,99,93,388,0,82,131,175,0
org.apache.jspwiki:jspwiki-war,org.apache.jspwiki,jspwiki-war,2.12.2,21,18,109,0,101,8,0,0
org.apache.kafka:kafka_2.13,org.apache.kafka,kafka_2.13,3.8.0,37,10,10,0,10,0,0,0
org.apache.eventmesh:eventmesh-connector-rabbitmq,org.apache.eventmesh,eventmesh-connector-rabbitmq,1.10.0-release,3,2,2,0,0,0,2,0
org.apache.deltaspike:deltaspike,org.apache.deltaspike,deltaspike,2.0.0,24,20,20,0,20,0,0,0
org.apache.inlong:manager-dao,org.apache.inlong,manager-dao,1.13.0,18,5,16,0,2,6,8,0
org.apache.iotdb:flink-tsfile-connector,org.apache.iotdb,flink-tsfile-connector,1.3.2,33,8,8,0,0,8,0,0
org.apache.james:james-server,org.apache.james,james-server,3.7.5,24,22,146,0,86,23,37,0
org.apache.heron:heron-simulator,org.apache.heron,heron-simulator,0.20.5-incubating,5,2,2,0,0,2,0,0
org.apache.cxf:cxf-rt-management,org.apache.cxf,cxf-rt-management,3.5.9,203,161,161,0,161,0,0,0
org.apache.cxf.fediz:fediz-oidc,org.apache.cxf.fediz,fediz-oidc,1.6.2,16,2,2,0,0,2,0,0
org.apache.directory.studio:org.apache.directory.studio.parent,org.apache.directory.studio,org.apache.directory.studio.parent,2.0.0.v20210717-M17,8,7,7,0,0,7,0,0
org.apache.kafka:connect,org.apache.kafka,connect,3.8.0,33,23,23,0,0,23,0,0
org.apache.jackrabbit:jackrabbit-standalone,org.apache.jackrabbit,jackrabbit-standalone,1.6.5,10,10,10,0,0,0,10,0
org.apache.cassandra:apache-cassandra,org.apache.cassandra,apache-cassandra,4.0-alpha2,200,42,42,0,0,42,0,0
org.apache.juddi:juddi-client,org.apache.juddi,juddi-client,3.3.10,29,11,11,0,4,7,0,0
org.apache.helix:helix-rest,org.apache.helix,helix-rest,1.4.0,23,20,20,0,0,0,20,0
org.apache.jackrabbit:jackrabbit-webdav,org.apache.jackrabbit,jackrabbit-webdav,2.23.0-beta,225,26,26,0,0,26,0,0
org.apache.hadoop:hadoop-client,org.apache.hadoop,hadoop-client,3.4.0,88,41,114,0,65,42,7,0
org.apache.commons:commons-configuration2,org.apache.commons,commons-configuration2,2.11.0,14,12,33,0,24,0,9,0
org.apache.cxf.karaf:apache-cxf,org.apache.cxf.karaf,apache-cxf,3.5.9,164,96,96,0,0,96,0,0
org.apache.camel:camel-rabbitmq,org.apache.camel,camel-rabbitmq,3.21.5,163,79,79,0,0,79,0,0
org.apache.iotdb:tsfile,org.apache.iotdb,tsfile,1.3.2,40,8,8,0,0,8,0,0
org.apache.cassandra:cassandra-all,org.apache.cassandra,cassandra-all,5.0-rc2,264,220,369,0,61,97,211,0
org.apache.commons:commons-collections4,org.apache.commons,commons-collections4,4.5.0-M2,7,1,2,0,0,1,1,0
org.apache.drill.exec:drill-java-exec,org.apache.drill.exec,drill-java-exec,1.21.2,25,6,6,0,0,6,0,0
org.apache.hive:hive-exec,org.apache.hive,hive-exec,2.3.10,41,27,92,37,4,51,0,0
org.apache.hive:hive,org.apache.hive,hive,2.3.10,35,29,99,25,27,47,0,0
org.apache.hugegraph:hugegraph-api,org.apache.hugegraph,hugegraph-api,1.3.0,3,2,4,0,0,2,2,0
org.apache.directory.studio:org.apache.directory.studio.ldapbrowser.core,org.apache.directory.studio,org.apache.directory.studio.ldapbrowser.core,2.0.0.v20210717-M17,8,1,1,0,0,1,0,0
org.apache.hive:hive-service,org.apache.hive,hive-service,2.3.10,41,24,65,37,4,24,0,0
org.apache.commons:commons-text,org.apache.commons,commons-text,1.12.0,14,5,5,0,0,0,5,0
org.apache.ignite:ignite-core,org.apache.ignite,ignite-core,2.16.0,40,24,86,0,12,14,60,0
org.apache.geode:geode-core,org.apache.geode,geode-core,1.15.1,44,43,285,0,117,126,42,0
org.apache.cxf.fediz:fediz-spring,org.apache.cxf.fediz,fediz-spring,1.6.2,25,17,36,0,15,21,0,0
org.apache.cxf:cxf-rt-frontend-jaxrs,org.apache.cxf,cxf-rt-frontend-jaxrs,3.5.9,195,79,137,0,118,19,0,0
org.apache.helix:helix-core,org.apache.helix,helix-core,1.4.0,35,32,32,0,0,0,32,0
org.apache.derby:derby,org.apache.derby,derby,10.17.1.0,29,28,90,0,34,7,49,0
org.apache.cxf.fediz:fediz-jetty8,org.apache.cxf.fediz,fediz-jetty8,1.4.6,11,8,10,0,2,8,0,0
org.apache.dolphinscheduler:dolphinscheduler-dao,org.apache.dolphinscheduler,dolphinscheduler-dao,3.2.1,45,33,33,0,33,0,0,0
org.apache.dubbo:dubbo-rpc-http-invoker,org.apache.dubbo,dubbo-rpc-http-invoker,2.7.4.1,2,2,2,0,2,0,0,0
org.apache.camel:camel-snakeyaml,org.apache.camel,camel-snakeyaml,4.0.6,156,7,7,0,0,0,7,0
org.apache.james:apache-mime4j-core,org.apache.james,apache-mime4j-core,0.8.11,14,13,13,0,13,0,0,0
org.apache.hadoop:hadoop-ozone-ozone-manager,org.apache.hadoop,hadoop-ozone-ozone-manager,1.1.0,5,5,5,0,0,5,0,0
org.apache.flink:flink-runtime_2.12,org.apache.flink,flink-runtime_2.12,1.13.6,37,3,3,0,0,3,0,0
org.apache.james:javax-mail-extension,org.apache.james,javax-mail-extension,3.7.5,15,11,11,0,0,11,0,0
org.apache.inlong:inlong-common,org.apache.inlong,inlong-common,1.13.0,17,7,7,0,0,7,0,0
org.apache.jackrabbit:jackrabbit-webapp,org.apache.jackrabbit,jackrabbit-webapp,2.23.0-beta,229,211,211,0,0,0,211,0
org.apache.cxf.fediz:fediz-jetty9,org.apache.cxf.fediz,fediz-jetty9,1.6.2,16,8,10,0,2,8,0,0
org.apache.jackrabbit:jackrabbit-core,org.apache.jackrabbit,jackrabbit-core,2.23.0-beta,245,69,69,0,69,0,0,0
org.apache.james:apache-mime4j-storage,org.apache.james,apache-mime4j-storage,0.8.11,14,12,12,0,12,0,0,0
org.apache.hbase:hbase,org.apache.hbase,hbase,2.5.10-hadoop3,257,42,42,0,0,42,0,0
org.apache.geronimo:geronimo,org.apache.geronimo,geronimo,3.0.1,18,13,13,0,0,13,0,0
org.apache.hadoop:hadoop-yarn-server-common,org.apache.hadoop,hadoop-yarn-server-common,3.4.0,79,46,46,0,0,46,0,0
org.apache.cayenne:cayenne-parent,org.apache.cayenne,cayenne-parent,4.2.1,51,32,32,0,0,32,0,0
org.apache.flex.blazeds:flex-messaging-remoting,org.apache.flex.blazeds,flex-messaging-remoting,4.8.0,5,3,3,0,0,0,3,0
org.apache.ivy:ivy,org.apache.ivy,ivy,2.5.2,19,18,34,0,0,31,3,0
org.apache.cxf.fediz:fediz-core,org.apache.cxf.fediz,fediz-core,1.6.2,30,9,9,0,0,9,0,0
org.apache.hadoop:hadoop-main,org.apache.hadoop,hadoop-main,3.4.0,79,58,272,0,76,194,2,0
org.apache.iotdb:iotdb-server,org.apache.iotdb,iotdb-server,1.3.2,40,24,30,0,0,30,0,0
org.apache.flink:flink-core,org.apache.flink,flink-core,1.20.0,123,73,73,0,73,0,0,0
org.apache.inlong:manager-web,org.apache.inlong,manager-web,1.13.0,17,5,24,0,2,11,11,0
org.apache.httpcomponents:httpclient,org.apache.httpcomponents,httpclient,4.5.14,55,53,153,0,130,22,1,0
org.apache.cxf:apache-cxf,org.apache.cxf,apache-cxf,3.5.9,203,172,1127,0,482,645,0,0
org.apache.jackrabbit:oak-core,org.apache.jackrabbit,oak-core,1.68.0,301,28,28,0,0,28,0,0
org.apache.inlong:manager-workflow,org.apache.inlong,manager-workflow,1.13.0,13,5,5,0,0,5,0,0
org.apache.inlong:inlong-manager,org.apache.inlong,inlong-manager,1.13.0,18,7,9,0,4,5,0,0
org.apache.hugegraph:hugegraph-hubble,org.apache.hugegraph,hugegraph-hubble,1.3.0,3,2,2,0,2,0,0,0
org.apache.camel:camel-sql,org.apache.camel,camel-sql,4.0.6,239,81,81,0,0,81,0,0
org.apache.dubbo:dubbo-parent,org.apache.dubbo,dubbo-parent,3.3.0-beta.5,80,11,20,0,0,0,20,0
org.apache.geronimo.framework:geronimo-jmx-remoting,org.apache.geronimo.framework,geronimo-jmx-remoting,3.0.1,15,3,3,0,0,3,0,0
org.apache.hadoop:hadoop-yarn-server-nodemanager,org.apache.hadoop,hadoop-yarn-server-nodemanager,3.4.0,79,8,8,0,0,0,8,0
org.apache.commons:commons-compress,org.apache.commons,commons-compress,1.27.1,34,29,157,0,30,127,0,0
org.apache.hugegraph:hugegraph-core,org.apache.hugegraph,hugegraph-core,1.3.0,3,2,2,0,0,0,2,0
org.apache.dolphinscheduler:dolphinscheduler-server,org.apache.dolphinscheduler,dolphinscheduler-server,2.0.9,32,8,8,0,0,8,0,0
org.apache.deltaspike.modules:jsf-module-project,org.apache.deltaspike.modules,jsf-module-project,2.0.0,36,26,26,0,26,0,0,0
org.apache.hadoop:hadoop-yarn-project,org.apache.hadoop,hadoop-yarn-project,3.4.0,76,4,4,0,0,4,0,0
org.apache.juddi:juddi-core,org.apache.juddi,juddi-core,3.3.10,27,26,26,0,0,0,26,0
org.apache.dolphinscheduler:dolphinscheduler-api,org.apache.dolphinscheduler,dolphinscheduler-api,3.2.1,43,42,86,0,86,0,0,0
org.apache.ddlutils:ddlutils,org.apache.ddlutils,ddlutils,1.0,1,1,1,0,0,0,1,0
org.apache.cxf:cxf,org.apache.cxf,cxf,3.5.9,203,172,1441,0,558,718,165,0
org.apache.kafka:kafka_2.11,org.apache.kafka,kafka_2.11,2.4.1,33,11,11,0,11,0,0,0
org.apache.cxf:cxf-rt-ws-security,org.apache.cxf,cxf-rt-ws-security,3.5.9,203,88,88,0,88,0,0,0
org.apache.hadoop:hadoop-yarn-server,org.apache.hadoop,hadoop-yarn-server,3.4.0,79,68,68,0,0,68,0,0
org.apache.jena:jena-sdb,org.apache.jena,jena-sdb,3.17.0,29,29,29,0,0,0,29,0
org.apache.flink:flink-runtime_2.11,org.apache.flink,flink-runtime_2.11,1.13.6,71,3,3,0,0,3,0,0
org.apache.druid:druid,org.apache.druid,druid,30.0.0,32,32,102,32,41,29,0,0
org.apache.gobblin:gobblin-core,org.apache.gobblin,gobblin-core,0.17.0,6,4,8,0,4,0,4,0
org.apache.inlong:manager-pojo,org.apache.inlong,manager-pojo,1.13.0,11,9,57,0,4,28,25,0
org.apache.dolphinscheduler:dolphinscheduler-master,org.apache.dolphinscheduler,dolphinscheduler-master,3.2.1,22,21,40,0,0,40,0,0
org.apache.inlong:tubemq-core,org.apache.inlong,tubemq-core,1.13.0,17,3,3,0,0,3,0,0
org.apache.camel:camel-xstream,org.apache.camel,camel-xstream,3.21.5,217,76,76,0,0,0,76,0
org.apache.inlong:manager-service,org.apache.inlong,manager-service,1.13.0,18,6,35,0,4,16,15,0
org.apache.inlong:manager-test,org.apache.inlong,manager-test,1.13.0,13,3,6,0,0,6,0,0
org.apache.cayenne:cayenne-server,org.apache.cayenne,cayenne-server,4.2.1,51,42,42,0,0,42,0,0
org.apache.camel:camel-servlet,org.apache.camel,camel-servlet,4.0.6,229,66,66,0,0,66,0,0
org.apache.isis.core:isis-core,org.apache.isis.core,isis-core,2.0.0-M9,6,5,9,0,9,0,0,0
org.apache.dolphinscheduler:dolphinscheduler-task-api,org.apache.dolphinscheduler,dolphinscheduler-task-api,3.2.1,33,33,33,0,0,0,33,0
org.apache.jspwiki:jspwiki-main,org.apache.jspwiki,jspwiki-main,2.12.2,15,14,132,0,103,21,8,0
org.apache.inlong:manager-common,org.apache.inlong,manager-common,1.13.0,18,7,11,0,0,8,3,0
org.apache.heron:heron-api,org.apache.heron,heron-api,0.20.5-incubating,7,6,6,0,0,0,6,0
org.apache.felix:org.apache.felix.healthcheck.webconsoleplugin,org.apache.felix,org.apache.felix.healthcheck.webconsoleplugin,2.2.0,5,3,3,0,3,0,0,0
org.apache.commons:commons-email,org.apache.commons,commons-email,1.6.0,9,7,14,0,0,14,0,0
org.apache.dubbo:dubbo-common,org.apache.dubbo,dubbo-common,3.3.0-beta.5,80,8,8,0,0,0,8,0
org.apache.commons:commons-io,org.apache.commons,commons-io,1.3.2,1,1,1,0,1,0,0,0
org.apache.jackrabbit:jackrabbit,org.apache.jackrabbit,jackrabbit,1.6.5,13,8,8,0,8,0,0,0
org.apache.jena:jena-core,org.apache.jena,jena-core,5.1.0,51,36,36,0,0,36,0,0
org.apache.kafka:kafka-clients,org.apache.kafka,kafka-clients,3.8.0,68,27,27,0,27,0,0,0
org.apache.dolphinscheduler:dolphinscheduler-common,org.apache.dolphinscheduler,dolphinscheduler-common,3.2.1,45,33,52,0,33,19,0,0
org.apache.cxf.fediz:fediz-idp,org.apache.cxf.fediz,fediz-idp,1.6.2,30,9,9,0,0,9,0,0
org.apache.hive:hive-jdbc,org.apache.hive,hive-jdbc,2.3.10,41,30,54,0,30,0,24,0
org.apache.dubbo:dubbo,org.apache.dubbo,dubbo,3.3.0-beta.5,80,54,256,0,27,33,196,0
org.apache.directory.api:api-ldap-model,org.apache.directory.api,api-ldap-model,2.1.7,41,17,17,0,0,17,0,0
org.apache.druid:druid-core,org.apache.druid,druid-core,25.0.0,24,17,32,0,32,0,0,0
org.apache.cxf:cxf-rt-rs-service-description,org.apache.cxf,cxf-rt-rs-service-description,3.5.9,99,96,96,0,96,0,0,0
org.apache.iotdb:iotdb-grafana-connector,org.apache.iotdb,iotdb-grafana-connector,1.3.2,19,4,5,0,0,1,4,0
org.apache.jmeter:ApacheJMeter,org.apache.jmeter,ApacheJMeter,5.6.3,28,14,38,0,0,0,38,0
org.apache.hadoop:hadoop-common,org.apache.hadoop,hadoop-common,3.4.0,80,79,473,91,58,127,197,0
org.apache.iotdb:iotdb-parent,org.apache.iotdb,iotdb-parent,1.3.2,40,20,23,0,0,23,0,0
org.apache.jena:jena-fuseki,org.apache.jena,jena-fuseki,5.1.0,51,23,23,0,23,0,0,0
org.apache.kafka:kafka-metadata,org.apache.kafka,kafka-metadata,3.8.0,26,4,4,0,4,0,0,0
org.apache.flex.blazeds:flex-messaging-core,org.apache.flex.blazeds,flex-messaging-core,4.8.0,5,3,3,0,0,0,3,0
org.apache.inlong:inlong,org.apache.inlong,inlong,1.13.0,17,7,18,0,4,9,5,0
org.apache.james.hupa:hupa-parent,org.apache.james.hupa,hupa-parent,0.0.3,2,1,1,0,1,0,0,0
org.apache.dolphinscheduler:dolphinscheduler,org.apache.dolphinscheduler,dolphinscheduler,3.2.1,45,45,292,0,78,165,49,0
org.apache.jackrabbit:jackrabbit-standalone-components,org.apache.jackrabbit,jackrabbit-standalone-components,2.23.0-beta,52,34,34,0,0,0,34,0
org.apache.johnzon:johnzon-mapper,org.apache.johnzon,johnzon-mapper,2.0.1,53,50,50,0,50,0,0,0
org.apache.directory.api:apache-ldap-api,org.apache.directory.api,apache-ldap-api,2.1.7,41,24,24,0,0,0,24,0
org.apache.hop:hop,org.apache.hop,hop,2.9.0,8,6,6,0,6,0,0,0
org.apache.jena:jena,org.apache.jena,jena,5.1.0,50,45,69,0,44,24,1,0
org.apache.camel:camel-robotframework,org.apache.camel,camel-robotframework,4.0.6,100,7,7,0,0,7,0,0
org.apache.drill:drill-common,org.apache.drill,drill-common,1.21.2,25,11,11,0,11,0,0,0
org.apache.druid.extensions:druid-pac4j,org.apache.druid.extensions,druid-pac4j,30.0.0,22,22,22,22,0,0,0,0
org.apache.hama:hama-core,org.apache.hama,hama-core,0.7.1,10,10,10,0,0,10,0,0
org.apache.flume.flume-ng-sources:flume-jms-source,org.apache.flume.flume-ng-sources,flume-jms-source,1.11.0,12,11,30,0,0,9,21,0
org.apache.cxf:cxf-rt-rs-security-sso-saml,org.apache.cxf,cxf-rt-rs-security-sso-saml,3.5.9,135,45,45,0,45,0,0,0
org.apache.cxf:cxf-rt-rs-security-jose,org.apache.cxf,cxf-rt-rs-security-jose,3.5.9,95,92,92,0,92,0,0,0
org.apache.ranger:ranger-hive-plugin,org.apache.ranger,ranger-hive-plugin,2.5.0,15,4,4,0,0,4,0,0
org.apache.sshd:sshd-mina,org.apache.sshd,sshd-mina,2.13.2,21,8,8,0,0,8,0,0
org.apache.storm:storm-kafka,org.apache.storm,storm-kafka,1.2.4,27,7,7,0,0,0,7,0
org.apache.nifi:nifi-framework-cluster,org.apache.nifi,nifi-framework-cluster,1.27.0,70,12,12,0,0,12,0,0
org.apache.nifi.registry:nifi-registry-web-api,org.apache.nifi.registry,nifi-registry-web-api,1.27.0,32,5,5,0,5,0,0,0
org.apache.qpid:proton-j,org.apache.qpid,proton-j,0.34.1,51,35,70,0,11,59,0,0
org.apache.myfaces.core:myfaces-impl,org.apache.myfaces.core,myfaces-impl,4.1.0-RC2,118,31,32,0,32,0,0,0
org.apache.olingo:odata-client-proxy,org.apache.olingo,odata-client-proxy,5.0.0,24,8,8,0,0,0,8,0
org.apache.shindig:shindig-php,org.apache.shindig,shindig-php,2.5.0-update1,12,7,7,0,7,0,0,0
org.apache.nifi:nifi-hikari-dbcp-service,org.apache.nifi,nifi-hikari-dbcp-service,1.27.0,20,11,21,0,0,21,0,0
org.apache.maven:maven-compat,org.apache.maven,maven-compat,3.9.9,66,38,38,0,0,0,38,0
org.apache.nifi:nifi-security-utils,org.apache.nifi,nifi-security-utils,1.27.0,70,40,40,0,0,40,0,0
org.apache.kylin:kylin-server-base,org.apache.kylin,kylin-server-base,4.0.3,37,36,142,0,21,0,121,0
org.apache.nifi:nifi-framework-cluster-protocol,org.apache.nifi,nifi-framework-cluster-protocol,1.27.0,70,26,26,0,26,0,0,0
org.apache.spark:spark-core_2.12,org.apache.spark,spark-core_2.12,3.5.2,36,27,27,0,0,0,27,0
org.apache.sling:org.apache.sling.cms,org.apache.sling,org.apache.sling.cms,1.1.8,15,13,36,0,36,0,0,0
org.apache.sling:org.apache.sling.xss,org.apache.sling,org.apache.sling.xss,2.4.2,39,10,18,0,13,0,5,0
org.apache.shiro:shiro-spring,org.apache.shiro,shiro-spring,2.0.1,37,22,43,0,0,0,43,0
org.apache.maven:maven-core,org.apache.maven,maven-core,3.9.9,86,58,58,0,0,0,58,0
org.apache.portals.jetspeed-2:jetspeed-commons,org.apache.portals.jetspeed-2,jetspeed-commons,2.3.1,8,8,8,0,0,0,8,0
org.apache.nifi:nifi,org.apache.nifi,nifi,1.27.0,70,53,401,0,179,196,26,0
org.apache.orc:orc,org.apache.orc,orc,2.0.2,73,16,16,0,0,16,0,0
org.apache.rocketmq:rocketmq-all,org.apache.rocketmq,rocketmq-all,5.3.0,33,23,23,0,23,0,0,0
org.apache.portals.jetspeed-2:jetspeed,org.apache.portals.jetspeed-2,jetspeed,2.3.1,8,7,14,0,7,7,0,0
org.apache.lucene:lucene-replicator,org.apache.lucene,lucene-replicator,9.11.1,107,107,107,0,107,0,0,0
org.apache.nifi:nifi-security,org.apache.nifi,nifi-security,1.11.4,40,10,10,0,10,0,0,0
org.apache.nifi:nifi-dbcp-service-bundle,org.apache.nifi,nifi-dbcp-service-bundle,1.27.0,67,3,3,0,3,0,0,0
org.apache.pulsar:pulsar-broker,org.apache.pulsar,pulsar-broker,3.3.1,71,63,167,0,156,11,0,0
org.apache.kylin:kylin-core-common,org.apache.kylin,kylin-core-common,5.0.0-beta,43,41,99,0,0,60,39,0
org.apache.nifi:nifi-web-ui,org.apache.nifi,nifi-web-ui,1.27.0,69,35,69,0,69,0,0,0
org.apache.openjpa:openjpa,org.apache.openjpa,openjpa,4.0.0,34,15,15,0,0,15,0,0
org.apache.karaf.management:org.apache.karaf.management.server,org.apache.karaf.management,org.apache.karaf.management.server,4.4.5,97,86,157,0,71,86,0,0
org.apache.santuario:xmlsec,org.apache.santuario,xmlsec,3.0.4,61,53,151,0,110,41,0,0
org.apache.seatunnel:seatunnel-web,org.apache.seatunnel,seatunnel-web,1.0.1,2,1,1,0,0,1,0,0
org.apache.solr:solr-solrj,org.apache.solr,solr-solrj,9.6.1,120,64,64,0,64,0,0,0
org.apache.olingo:odata-client-core,org.apache.olingo,odata-client-core,5.0.0,24,9,25,0,8,17,0,0
org.apache.logging.log4j:log4j-core,org.apache.logging.log4j,log4j-core,2.23.1,65,50,237,41,41,59,96,0
org.apache.nifi:nifi-dbcp-base,org.apache.nifi,nifi-dbcp-base,1.27.0,14,6,7,0,3,4,0,0
org.apache.karaf:cave,org.apache.karaf,cave,4.2.1,8,6,6,0,0,0,6,0
org.apache.openmeetings:openmeetings-parent,org.apache.openmeetings,openmeetings-parent,7.2.0,29,28,182,0,19,124,39,0
org.apache.sling:org.apache.sling.xss.compat,org.apache.sling,org.apache.sling.xss.compat,1.1.0,2,2,3,0,2,0,1,0
org.apache.sling:org.apache.sling.commons.json,org.apache.sling,org.apache.sling.commons.json,2.0.28,11,9,9,0,0,0,9,0
org.apache.nifi:nifi-dbcp-service,org.apache.nifi,nifi-dbcp-service,1.27.0,67,58,58,0,0,58,0,0
org.apache.sling:org.apache.sling.jcr.base,org.apache.sling,org.apache.sling.jcr.base,3.1.14,22,20,20,0,0,20,0,0
org.apache.ranger:ranger,org.apache.ranger,ranger,2.5.0,15,10,30,0,16,9,5,0
org.apache.shenyu:shenyu-common,org.apache.shenyu,shenyu-common,2.6.1,8,6,16,0,6,6,4,0
org.apache.storm:storm,org.apache.storm,storm,2.6.3,40,19,36,0,0,0,36,0
org.apache.spark:spark-core_2.11,org.apache.spark,spark-core_2.11,2.4.8,40,40,170,0,81,49,40,0
org.apache.nifi:nifi-dbcp-service-api,org.apache.nifi,nifi-dbcp-service-api,1.27.0,67,3,3,0,3,0,0,0
org.apache.shiro:shiro-spring-boot-starter,org.apache.shiro,shiro-spring-boot-starter,2.0.1,25,10,10,0,0,0,10,0
org.apache.pdfbox:pdfbox-parent,org.apache.pdfbox,pdfbox-parent,3.0.3,71,24,48,0,48,0,0,0
org.apache.sling:org.apache.sling.servlets.resolver,org.apache.sling,org.apache.sling.servlets.resolver,2.11.2,50,49,49,0,0,49,0,0
org.apache.storm:storm-core,org.apache.storm,storm-core,2.6.3,40,34,111,8,48,55,0,0
org.apache.sling:org.apache.sling.resourcemerger,org.apache.sling,org.apache.sling.resourcemerger,1.4.4,17,12,12,0,0,12,0,0
org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-collections,org.apache.servicemix.bundles,org.apache.servicemix.bundles.commons-collections,3.2.1_3,3,3,3,0,0,0,3,0
org.apache.kylin:kylin,org.apache.kylin,kylin,5.0.0-beta,50,47,325,0,209,116,0,0
org.apache.pulsar:pulsar-proxy,org.apache.pulsar,pulsar-proxy,3.3.1,71,54,110,0,76,34,0,0
org.apache.sling:org.apache.sling.commons.messaging.mail,org.apache.sling,org.apache.sling.commons.messaging.mail,2.0.0,2,1,1,0,0,1,0,0
org.apache.myfaces.shared:myfaces-shared-core,org.apache.myfaces.shared,myfaces-shared-core,4.2.9,78,1,1,0,1,0,0,0
org.apache.livy:livy-server,org.apache.livy,livy-server,0.7.1-incubating,5,1,1,0,1,0,0,0
org.apache.pulsar:pulsar-client,org.apache.pulsar,pulsar-client,3.3.1,71,38,38,0,38,0,0,0
org.apache.parquet:parquet,org.apache.parquet,parquet,1.14.1,19,12,12,0,0,12,0,0
org.apache.spark:spark-parent_2.12,org.apache.spark,spark-parent_2.12,3.5.2,36,20,25,0,0,25,0,0
org.apache.logging.log4j:log4j,org.apache.logging.log4j,log4j,2.23.1,65,42,58,41,0,0,17,0
org.apache.portals.pluto:pluto-container,org.apache.portals.pluto,pluto-container,3.1.2,12,1,1,0,0,1,0,0
org.apache.karaf:karaf,org.apache.karaf,karaf,4.4.5,109,77,77,0,77,0,0,0
