group,name,version,github_url,stars,forks,open_issues,contributors,watchers,downloads,dependencies,license,documentation,test_code,build_status,vulnerabilities,badges,website,releases,closed_issues,commit_frequency,usage
org.springframework.data,spring-data-jpa,1.0.0.RELEASE,https://github.com/SpringSource/spring-data-jpa,2986,1411,153,150,202,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-data-jpa/,135,3444,0,N/A
org.springframework.kafka,spring-kafka,2.8.0,https://github.com/spring-projects/spring-kafka,2168,1551,51,215,159,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://projects.spring.io/spring-kafka,216,3297,0,N/A
org.springframework.cloud,spring-cloud-netflix,2.1.0.RELEASE,https://github.com/spring-cloud/spring-cloud-netflix,4867,2437,100,263,366,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://cloud.spring.io/spring-cloud-netflix/,14,4186,0,N/A
org.springframework.cloud,spring-cloud-openfeign-core,2.2.0.RELEASE,https://github.com/spring-cloud/spring-cloud-openfeign/spring-cloud-openfeign-core,1203,779,45,258,58,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,11,1046,0,N/A
org.springframework.graphql,spring-graphql,1.1.0,https://github.com/spring-projects/spring-graphql,1519,300,34,53,42,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-graphql,36,1021,0,N/A
org.torpedoquery,org.torpedoquery,1.2.0,https://github.com/xjodoin/torpedoquery,80,19,7,19,14,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,torpedoquery.org,0,53,0,N/A
org.typelevel,grackle-core_2.13,0.15.0,https://github.com/typelevel/grackle,176,25,22,27,19,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://typelevel.org/grackle/,50,639,0,N/A
org.webjars.bower,angular,1.3.14,https://github.com/angular/bower-angular,225,242,0,12,36,0,0,MIT License,N/A,N/A,N/A,0,N/A,,0,23,0,N/A
org.vivoweb,vitro-project,1.9.0-alpha-1,https://github.com/vivo-project/Vitro.git,96,85,19,81,18,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",N/A,N/A,N/A,0,N/A,,17,458,0,N/A
org.webjars.bowergithub.wycats,handlebars.js,4.1.1,https://github.com/wycats/handlebars.js,17963,2043,94,198,450,0,0,MIT License,N/A,N/A,N/A,0,N/A,http://handlebarsjs.com,1,1851,0,N/A
org.webjars.npm,bootstrap,3.3.5,https://github.com/twbs/bootstrap,170365,78799,631,1624,6738,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://getbootstrap.com,89,37243,0,N/A
org.webjars.npm,dicer,0.2.5,https://github.com/mscdex/dicer,186,36,8,4,16,0,0,MIT License,N/A,N/A,N/A,0,N/A,,0,28,0,N/A
org.webjars.npm,angular,1.3.15,https://github.com/angular/angular.js,58834,27511,463,1854,3773,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://angularjs.org,0,16569,0,N/A
org.webjars.bowergithub.vaadin,vaadin-menu-bar,1.0.0,https://github.com/vaadin/vaadin-menu-bar,6,4,0,13,9,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,26,141,0,N/A
org.webjars.npm,dset,3.0.0,https://github.com/lukeed/dset,759,25,9,9,11,0,0,MIT License,N/A,N/A,N/A,0,N/A,,8,37,0,N/A
org.webjars.npm,jquery,1.11.3,https://github.com/jquery/jquery,59181,20596,89,341,3172,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://jquery.com,10,5280,0,N/A
org.webjars.npm,json,9.0.6,https://github.com/trentm/json,1557,122,50,15,29,0,0,Other,N/A,N/A,N/A,0,N/A,https://trentm.com/json,0,118,0,N/A
org.webjars.npm,jquery-ui,1.10.4,https://github.com/jquery/jquery-ui,11248,5326,122,368,642,0,0,Other,N/A,N/A,N/A,0,N/A,https://jqueryui.com,5,2132,0,N/A
org.webjars.npm,jquery,1.7.3,https://github.com/UncoolAJ86/node-jquery,431,66,3,16,28,0,0,MIT License,N/A,N/A,N/A,0,N/A,http://jquery.com,0,73,0,N/A
org.webjars.npm,thenify,3.1.0,https://github.com/thenables/thenify,108,17,2,8,4,0,0,MIT License,N/A,N/A,N/A,0,N/A,,0,29,0,N/A
org.webjars.npm,http-cache-semantics,3.8.1,https://github.com/kornelski/http-cache-semantics,244,27,10,8,7,0,0,"BSD 2-Clause ""Simplified"" License",N/A,N/A,N/A,0,N/A,http://httpwg.org/specs/rfc7234.html,0,34,0,N/A
org.webjars,handlebars,1.0.rc.1,http://github.com/webjars/handlebars,2,6,0,7,3,0,0,N/A,N/A,N/A,N/A,0,N/A,,0,22,0,N/A
org.webjars.npm,xlsx,0.8.0,https://github.com/SheetJS/js-xlsx,35023,7997,130,203,613,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://sheetjs.com/,0,2578,0,N/A
org.wildfly.bom,wildfly,11.0.0.Alpha1,http://github.com/wildfly/boms,53,66,0,41,14,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,7,123,0,N/A
org.webjars,swagger-ui,2.0.12,http://github.com/webjars/swagger-ui,50,14,1,11,5,0,0,N/A,N/A,N/A,N/A,0,N/A,,0,211,0,N/A
org.webjars,bootstrap,4.0.0,http://github.com/webjars/bootstrap,44,44,3,16,12,0,0,N/A,N/A,N/A,N/A,0,N/A,,0,184,0,N/A
org.webjars.npm,vuetify,2.0.0-beta.4,https://github.com/vuetifyjs/vuetify,39737,6949,856,1046,590,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://vuetifyjs.com,566,18728,0,N/A
org.wiremock,wiremock,3.0.0-beta-11,https://github.com/wiremock/wiremock,6310,1424,418,281,139,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://wiremock.org/,44,2437,0,N/A
org.wso2.am,am-parent,1.10.0,https://github.com/wso2/product-apim.git,838,783,1470,253,175,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://wso2.github.io/,172,11858,0,N/A
org.xbib.elasticsearch,log4j,6.3.2.1,https://github.com/jprante/elasticsearch-libs,0,0,0,1,2,0,0,N/A,N/A,N/A,N/A,0,N/A,,0,0,0,N/A
org.wso2.carbon.registry,carbon-registry,4.6.11,https://github.com/wso2/carbon-registry.git,47,218,21,139,266,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,9,407,0,N/A
org.zaproxy,zap,2.5.0,https://github.com/zaproxy/zaproxy,12577,2249,815,250,394,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://www.zaproxy.org,11,7804,0,N/A
org.yamcs,yamcs,0.29.3,http://github.com/yamcs/yamcs,185,79,88,42,24,0,0,GNU Affero General Public License v3.0,N/A,N/A,N/A,0,N/A,https://yamcs.org,136,824,0,N/A
org.wso2.transport.http,org.wso2.transport.http.netty,6.0.50,https://github.com/wso2/transport-http.git,45,66,8,77,127,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,465,0,N/A
org.xwiki.commons,xwiki-commons,3.2-milestone-3,https://github.com/xwiki/xwiki-commons,88,125,30,88,27,0,0,GNU Lesser General Public License v2.1,N/A,N/A,N/A,0,N/A,http://commons.xwiki.org,0,1091,0,N/A
pl.allegro.tech.hermes,hermes-management,0.7.2,https://github.com/allegro/hermes,812,210,37,168,33,0,0,Other,N/A,N/A,N/A,0,N/A,http://hermes.allegro.tech,194,1864,0,N/A
ru.yandex.clickhouse,clickhouse-jdbc-bridge,1.2.0,https://github.com/ClickHouse/clickhouse-jdbc-bridge,167,60,37,16,17,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,10,147,0,N/A
tech.powerjob,powerjob,3.0.0,https://github.com/PowerJob/PowerJob,6785,1194,274,35,123,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://www.powerjob.tech/,49,725,0,N/A
software.amazon.awssdk.iotdevicesdk,aws-iot-device-sdk,0.2.3,http://github.com/awslabs/aws-iot-device-sdk-java-v2/tree/master,113,76,8,32,26,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,108,553,0,N/A
software.amazon.ion,ion-java,1.0.0,https://github.com/amznlabs/ion-java.git,864,110,157,43,39,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://amazon-ion.github.io/ion-docs/,48,798,0,N/A
software.amazon.cryptography,aws-database-encryption-sdk-dynamodb,3.0.0-preview-1,https://github.com/aws/aws-database-encryption-sdk-dynamodb-java.git,18,11,23,14,10,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,14,1393,0,N/A
top.tangyh.basic,lamp-util,3.4.0,https://github.com/zuihou/lamp-util.git,313,165,2,5,7,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://tangyh.top,4,11,0,N/A
